ResultID,score,x,y,Match_addr,City,Subregion,Postal,PostalExt,IN_Address,IN_City,IN_Postal
1018,100,-118.13065599600,33.93327661510,"11634 Patton Rd, Downey, California, 90241",Downey,Los Angeles County,90241,,11634 Patton Rd,Downey,90241
1019,100,-118.11672753600,33.92539498580,"12021 Woodruff Ave, Downey, California, 90241",Downey,Los Angeles County,90241,5603,12021 Woodruff Ave,Downey,90241
1020,98,-118.16610099200,33.92542234020,"7300 Flores St, Downey, California, 90242",Downey,Los Angeles County,90242,4010,7300 Flores Ave,Downey,90242
1021,100,-118.16189699400,33.92453757560,"7475 Flores St, Downey, California, 90242",Downey,Los Angeles County,90242,4023,7475 Flores St,Downey,90242
1022,100,-118.15996804800,33.92598107240,"7500 Amigos Ave, Downey, California, 90242",Downey,Los Angeles County,90242,4000,7500 Amigos Ave,Downey,90242
1023,100,-118.13191898100,33.91712749560,"9151 Imperial Hwy, Downey, California, 90242",Downey,Los Angeles County,90242,2808,9151 Imperial Hwy,Downey,90242
1024,100,-118.12193086500,33.93151276390,"9220 Hall Rd, Downey, California, 90241",Downey,Los Angeles County,90241,5308,9220 Hall Rd,Downey,90241
1025,100,-118.11982858800,33.93127342400,"9300 Hall Rd, Downey, California, 90241",Downey,Los Angeles County,90241,5309,9300 Hall Rd,Downey,90241
1026,100,-118.11757655200,33.93002562630,"9400 Hall Rd, Downey, California, 90241",Downey,Los Angeles County,90241,5365,9400 Hall Rd,Downey,90241
1027,100,-117.96892801200,34.13421250140,"1700 Business Center Dr, Duarte, California, 91010",Duarte,Los Angeles County,91010,2859,1700 Business Center Dr,Duarte,91010
1028,100,-117.96665752200,34.13294201440,"1801 Highland Ave, Duarte, California, 91010",Duarte,Los Angeles County,91010,2839,1801 Highland Ave,Duarte,91010
1029,100,-117.95475823700,34.13609750760,"2310 Central Ave, Duarte, California, 91010",Duarte,Los Angeles County,91010,2927,2310 Central Ave,Duarte,91010
1030,100,-117.55214600700,34.01614501330,"12300 Riverside Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1006,12300 Riverside Dr,Eastvale,91752
1031,99,-117.55252862300,34.03339750530,"12350 E Philadelphia St, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,12350 Philadelphia St,Eastvale,91752
1032,100,-117.55440702500,34.01635401600,"12400 Riverside Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1004,12400 Riverside Dr,Eastvale,91752
1033,99,-117.55567538900,34.03340652580,"12450 E Philadelphia St, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,12450 Philadelphia St,Eastvale,91752
1034,100,-117.55201902100,34.00767501630,"12455 Harvest Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1025,12455 Harvest Dr,Eastvale,91752
1035,100,-117.55306692700,34.01887332280,"12471 Riverside Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1007,12471 Riverside Dr,Eastvale,91752
1036,99,-117.55602976200,34.00623622070,"12510 Micro Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1024,12510 Micro,Eastvale,91752
1037,100,-117.60447934200,33.97183953040,"14909 Summit Dr, Corona, California, 92880",Corona,Riverside County,92880,3099,14909 Summit Dr,Eastvale,91752
1038,100,-117.60661127900,33.97116197920,"14939 Summit Dr, Corona, California, 92880",Corona,Riverside County,92880,3099,14939 Summit Dr,Eastvale,92880
1039,100,-117.60590158300,33.97132978490,"14940 Summit Dr, Corona, California, 92880",Corona,Riverside County,92880,3099,14940 Summit Dr,Eastvale,92880
1040,100,-117.60853752400,33.97090247550,"14969 Summit Dr, Corona, California, 92880",Corona,Riverside County,92880,3099,14969 Summit Dr,Eastvale,92880
1041,100,-117.55331528300,34.00134642790,"15640 Cantu Galleano Ranch Rd, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1404,15640 Cantu-Galleano Ranch Rd,Eastvale,91752
1042,100,-117.55825247500,34.01701601870,"3900 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1017,3900 Hamner Ave,Eastvale,91752
1043,100,-117.55825247500,34.01605298000,"3950 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,3950 Hamner Ave,Eastvale,91752
1044,100,-117.55560597300,34.01455400230,"4000 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1022,4000 Hamner Ave,Eastvale,91752
1045,100,-117.55429403700,34.01254900920,"4100 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1021,4100 Hamner Ave,Eastvale,91752
1046,100,-117.55437802400,34.01076098160,"4250 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1019,4250 Hamner Ave,Eastvale,91752
1047,100,-117.55831248900,34.00563201120,"4560 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1038,4560 Hamner Ave,Eastvale,91752
1048,100,-117.55832246400,34.00265098740,"4740 Hamner Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,4740 Hamner Ave,Eastvale,91752
1049,100,-117.55467084700,33.99641657330,"4950 Goodman Way, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,4950 Goodman Way,Eastvale,91752
1050,100,-117.55481106900,33.99854790750,"5055 Goodman Way, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,5055 Goodman Way,Eastvale,91752
1051,100,-117.55466079200,33.99318887410,"5250 Goodman Way, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,5250 Goodman Way,Eastvale,91752
1052,100,-117.59925909200,33.97138384820,"6300 Providence Way, Corona, California, 92880",Corona,Riverside County,92880,9636,6300 Providence Way,Eastvale,92880
1053,100,-118.04131396000,34.07857699040,"10511 Valley Blvd, El Monte, California, 91731",El Monte,Los Angeles County,91731,2403,10511 Valley Blvd,El Monte,91731
1054,100,-118.06721236500,34.06481495320,"3136 Rosemead Blvd, El Monte, California, 91731",El Monte,Los Angeles County,91731,,3136 Rosemead Blvd,El Monte,91731
1055,100,-118.05711616200,34.08444068270,"4187 Temple City Blvd, El Monte, California, 91731",El Monte,Los Angeles County,91731,,4187 Temple City Blvd,El Monte,91731
1056,100,-118.05711311400,34.08444799890,"4189 Temple City Blvd, El Monte, California, 91731",El Monte,Los Angeles County,91731,,4189 Temple City Blvd,El Monte,91731
1057,100,-118.04966569900,34.08445435220,"4250 Shirley Ave, El Monte, California, 91731",El Monte,Los Angeles County,91731,1130,4250 Shirley Ave,El Monte,91731
1058,100,-118.05041243200,34.08657248790,"4300 Baldwin Ave, El Monte, California, 91731",El Monte,Los Angeles County,91731,1104,4300 Baldwin Ave,El Monte,91731
1059,100,-118.04932112000,34.08534660190,"4300 Shirley Ave, El Monte, California, 91731",El Monte,Los Angeles County,91731,1138,4300 Shirley Ave,El Monte,91731
1060,100,-118.05621438600,34.08644001190,"4350 Temple City Blvd, El Monte, California, 91731",El Monte,Los Angeles County,91731,1010,4350 Temple City Blvd,El Monte,91731
1061,100,-118.04294608400,34.08756855130,"4501 Arden Dr, El Monte, California, 91731",El Monte,Los Angeles County,91731,1503,4501 Arden Dr,El Monte,91731
1062,100,-118.06639001600,34.06878248510,"9320 Telstar Ave, El Monte, California, 91731",El Monte,Los Angeles County,91731,2816,9320 Telstar Ave,El Monte,91731
1063,100,-118.05229693600,34.08570449990,"9860 Gidley St, El Monte, California, 91731",El Monte,Los Angeles County,91731,1110,9860 Gidley St,El Monte,91731
1064,100,-118.38731255300,33.91767801900,"200 N Nash St, El Segundo, California, 90245",El Segundo,Los Angeles County,90245,4529,200 N Nash St,El Segundo,90245
1065,100,-118.39080087400,33.91618276590,"2000 E El Segundo Blvd, El Segundo, California, 90245",El Segundo,Los Angeles County,90245,4501,2000 E El Segundo Blvd,El Segundo,90245
1066,100,-118.39258560800,33.93082692010,"2000 E Imperial Hwy, El Segundo, California, 90245",El Segundo,Los Angeles County,90245,3507,2000 E Imperial Hwy,El Segundo,90245
1067,100,-118.38727265800,33.91784881340,"202 N Nash St, El Segundo, California, 90245",El Segundo,Los Angeles County,90245,4529,202 N Nash St,El Segundo,90245
1068,80,-118.41597000000,33.92084000000,"El Segundo, California",El Segundo,Los Angeles County,,,815 Lapham St,El Segundo,90245
1069,100,-118.38755896700,33.92820732920,"901 N Nash St, El Segundo, California, 90245",El Segundo,Los Angeles County,90245,2844,901 N Nash St,El Segundo,90245
1070,100,-117.50426002700,34.06715501290,"10288 Calabash Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,5272,10288 Calabash Ave,Fontana,92335
1071,100,-117.50928212800,34.06210634120,"10509 Business Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,8221,10509 Business Dr,Fontana,92337
1072,100,-117.42932899700,34.06150498150,"10545 Production Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8005,10545 Production Ave,Fontana,92337
1073,100,-117.42264097700,34.06158666440,"10586 Tamarind Ave, Bloomington, California, 92316",Bloomington,San Bernardino County,92316,,10586 Tamarind Ave,Fontana,92337
1074,100,-117.51320293100,34.06086871120,"10606 Commerce Way, Fontana, California, 92337",Fontana,San Bernardino County,92337,8237,10606 Commerce Way,Fontana,92337
1075,100,-117.51782253300,34.06063229970,"10613 Jasmine St, Fontana, California, 92337",Fontana,San Bernardino County,92337,8241,10613 Jasmine St,Fontana,92337
1076,100,-117.46685813100,34.06026575900,"10651 Elm Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7324,10651 Elm Ave,Fontana,92337
1077,100,-117.52411248000,34.05812099760,"10661 Etiwanda Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6909,10661 Etiwanda Ave,Fontana,92337
1078,100,-117.42933100900,34.05891698510,"10681 Production Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8006,10681 Production Ave,Fontana,92337
1079,100,-117.50935823500,34.05993685320,"10700 Business Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,8201,10700 Business Dr,Fontana,92337
1080,100,-117.51783627900,34.05891271030,"10721 Jasmine St, Fontana, California, 92337",Fontana,San Bernardino County,92337,8200,10721 Jasmine St,Fontana,92337
1081,100,-117.43542884400,34.05828394180,"10725 Sierra Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7667,10725 Sierra Ave,Fontana,92337
1082,100,-117.51312239500,34.05911632580,"10727 Commerce Way, Fontana, California, 92337",Fontana,San Bernardino County,92337,8220,10727 Commerce Way,Fontana,92337
1083,100,-117.43190752200,34.05759800880,"10730 Production Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8008,10730 Production Ave,Fontana,92337
1084,100,-117.51322749000,34.05853036980,"10746 Commerce Way, Fontana, California, 92337",Fontana,San Bernardino County,92337,8253,10746 Commerce Way,Fontana,92337
1085,100,-117.42259430600,34.05811839930,"10760 Tamarind Ave, Bloomington, California, 92316",Bloomington,San Bernardino County,92316,2546,10760 Tamarind Ave,Fontana,92337
1086,100,-117.45818755500,34.05775701350,"10798 Catawba Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7321,10798 Catawba Ave,Fontana,92337
1087,100,-117.47122970000,34.05694442370,"10825 Beech Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7235,10825 Beech Ave,Fontana,92337
1088,100,-117.42580901700,34.05679799810,"10825 Production Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8011,10825 Production Ave,Fontana,92337
1089,100,-117.51318247900,34.05704300110,"10837 Commerce Way, Fontana, California, 92337",Fontana,San Bernardino County,92337,8202,10837 Commerce Way,Fontana,92337
1090,100,-117.51324240900,34.05628448080,"10846 Commerce Way, Fontana, California, 92337",Fontana,San Bernardino County,92337,8238,10846 Commerce Way,Fontana,92337
1091,100,-117.50940626400,34.05707045180,"10850 Business Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,8234,10850 Business Dr,Fontana,92337
1092,100,-117.43541786300,34.05663769420,"10851 Sierra Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7666,10851 Sierra Ave,Fontana,92337
1093,99,-117.45780098100,34.05600398040,"10886 Citrus Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7415,10886 S Citrus Ave,Fontana,92337
1094,100,-117.48886213500,34.05466882700,"10917 Cherry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7152,10917 Cherry Ave,Fontana,92331
1095,100,-117.48907612500,34.05462536680,"10918 Cherry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7152,10918 Cherry Ave,Fontana,92337
1096,100,-117.45375070600,34.05378163740,"11001 Citrus Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,11001 Citrus Ave,Fontana,92337
1097,100,-117.52413251300,34.05392501690,"11001 Etiwanda Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6917,11001 Etiwanda Ave,Fontana,92337
1098,100,-117.50683586900,34.05349858760,"11016 Mulberry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7038,11016 Mulberry Ave,Fontana,92337
1099,100,-117.50685875200,34.05236677920,"11070 Mulberry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7052,11070 Mulberry Ave,Fontana,92337
1100,100,-117.49762618500,34.05255508980,"11081 Banana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,11081 Banana Ave,Fontana,92337
1101,100,-117.47568746000,34.05308100120,"11100 Hemlock Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7222,11100 Hemlock Ave,Fontana,92337
1102,100,-117.52413251300,34.05105999860,"11101 Etiwanda Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6984,11101 Etiwanda Ave,Fontana,92337
1103,100,-117.45817255100,34.05143898630,"11127 Catawba Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7370,11127 Catawba Ave,Fontana,92337
1104,100,-117.45385318900,34.05296114000,"11188 Citrus Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7418,11188 Citrus Ave,Fontana,92337
1105,100,-117.46261747400,34.04927301870,"11250 Poplar Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7300,11250 Poplar Ave,Fontana,92337
1106,100,-117.47134747800,34.04924959130,"11251 Beech Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7218,11251 Beech Ave,Fontana,92337
1107,100,-117.46699903100,34.04917857610,"11260 Elm Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,11260 Elm Ave,Fontana,92337
1108,100,-117.49771702900,34.04920516720,"11275 Banana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7008,11275 Banana Ave,Fontana,92337
1109,100,-117.45378799300,34.04862532460,"11281 Citrus Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,11281 Citrus Ave,Fontana,92337
1110,100,-117.51864521600,34.04570060970,"11440 Pacific Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8226,11440 Pacific Ave,Fontana,92337
1111,100,-117.52196998200,34.04503500280,"11591 Etiwanda Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6927,11591 Etiwanda Ave,Fontana,92337
1112,100,-117.50697744000,34.04331700600,"11618 Mulberry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7618,11618 Mulberry Ave,Fontana,92337
1113,100,-117.51824062200,34.04224931920,"11695 Pacific Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8225,11695 Pacific Ave,Fontana,92337
1114,100,-117.52156748300,34.03860398760,"11700 Industry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6934,11700 Industry Ave,Fontana,92337
1115,100,-117.50961773900,34.03924411350,"11751 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7714,11751 Cabernet Dr,Fontana,92337
1116,100,-117.52151249800,34.03815899230,"11751 Industry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,11751 Industry Ave,Fontana,92337
1117,100,-117.50996064300,34.03981731000,"11754 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7713,11754 Cabernet Dr,Fontana,92337
1118,100,-117.52156337600,34.03605366780,"11800 Industry Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6936,11800 Industry Ave,Fontana,92337
1119,100,-117.50942252500,34.03799198290,"11875 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7705,11875 Cabernet Dr,Fontana,92337
1120,100,-117.51830885100,34.03747725020,"11880 Pacific Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6962,11880 Pacific Ave,Fontana,92337
1121,100,-117.50938079200,34.03688504780,"11895 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7705,11895 Cabernet Dr,Fontana,92337
1122,100,-117.51168899100,34.03635700890,"11900 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7707,11900 Cabernet Dr,Fontana,92337
1123,89,-117.52395119900,34.08349030460,"Etiwanda Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,,1200 S Etiwanda Ave,Fontana,92337
1124,100,-117.50903570000,34.03439656550,"12005 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7703,12005 Cabernet Dr,Fontana,92337
1125,100,-117.50919160300,34.03476775810,"12060 Cabernet Dr, Fontana, California, 92337",Fontana,San Bernardino County,92337,7704,12060 Cabernet Dr,Fontana,92337
1126,100,-117.52263399700,34.04671251500,"12903 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6943,12903 Jurupa Ave,Fontana,92337
1127,100,-117.52285796100,34.04075256270,"12925 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6939,12925 Marlay Ave,Fontana,92337
1128,100,-117.52220719000,34.06260833330,"13003 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6970,13003 Slover Ave,Fontana,92337
1129,100,-117.51928701900,34.06269814540,"13032 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6901,13032 Slover Ave,Fontana,92337
1130,100,-117.52030357600,34.07114467310,"13048 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,2602,13048 Valley Blvd,Fontana,92335
1131,100,-117.52139498400,34.04080750610,"13050 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6940,13050 Marlay Ave,Fontana,92337
1132,100,-117.52184943400,34.04696374340,"13052 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6912,13052 Jurupa Ave,Fontana,92337
1133,100,-117.52014599600,34.07706246440,"13053 San Bernardino Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,2601,13053 San Bernardino Ave,Fontana,92335
1134,100,-117.52038018700,34.07094941660,"13055 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,2603,13055 Valley Blvd,Fontana,92335
1135,100,-117.52036602100,34.06263251510,"13083 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6970,13083 Slover Ave,Fontana,92337
1136,100,-117.51865393400,34.06265246410,"13169 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6923,13169 Slover Ave,Fontana,92337
1137,100,-117.51913748600,34.04081140370,"13170 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6944,13170 Marlay Ave,Fontana,92337
1138,100,-117.51736639000,34.05251275010,"13201 Dahlia St, Fontana, California, 92337",Fontana,San Bernardino County,92337,6971,13201 Dahlia St,Fontana,92337
1139,100,-117.51731903200,34.04794327170,"13204 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7803,13204 Jurupa Ave,Fontana,92337
1140,100,-117.52018296000,34.03347744790,"13204 Philadelphia Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7711,13204 Philadelphia Ave,Fontana,92337
1141,100,-117.51667002100,34.07971500140,"13230 San Bernardino Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,5229,13230 San Bernardino Ave,Fontana,92335
1142,100,-117.51658016700,34.06267421510,"13231 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6945,13231 Slover Ave,Fontana,92337
1143,100,-117.51797701100,34.07113566250,"13232 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,2611,13232 Valley Blvd,Fontana,92335
1144,100,-117.51725826300,34.07089124620,"13265 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,2610,13265 Valley Blvd,Fontana,92335
1145,100,-117.51715416000,34.07707168440,"13277 San Bernardino Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,5235,13277 San Bernardino Ave,Fontana,92335
1146,100,-117.51641588200,34.07111093590,"13310 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,5207,13310 Valley Blvd,Fontana,92335
1147,100,-117.51319409700,34.03351951090,"13366 Philadelphia Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,,13366 Philadelphia Ave,Fontana,92337
1148,100,-117.51387298000,34.03687999770,"13367 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6919,13367 Marlay Ave,Fontana,92337
1149,100,-117.51369427800,34.07070277910,"13369 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,5247,13369 Valley Blvd,Fontana,92335
1150,100,-117.51164699800,34.08973250730,"13373 Napa St, Fontana, California, 92335",Fontana,San Bernardino County,92335,2930,13373 Napa St,Fontana,92335
1151,100,-117.51387398600,34.04790584650,"13379 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7800,13379 Jurupa Ave,Fontana,92337
1152,100,-117.51387541100,34.04077138010,"13397 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6946,13397 Marlay Ave,Fontana,92337
1153,100,-117.51378614300,34.06275954290,"13414 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6977,13414 Slover Ave,Fontana,92337
1154,100,-117.51294057700,34.05555248910,"13423 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8209,13423 Santa Ana Ave,Fontana,92337
1155,100,-117.51258300500,34.08978745070,"13450 Napa St, Fontana, California, 92335",Fontana,San Bernardino County,92335,2946,13450 Napa St,Fontana,92335
1156,100,-117.51233397900,34.04331700600,"13472 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6916,13472 Marlay Ave,Fontana,92337
1157,100,-117.51167573800,34.07012744910,"13479 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,5245,13479 Valley Blvd,Fontana,92335
1158,100,-117.51149201600,34.04792248460,"13489 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7801,13489 Jurupa Ave,Fontana,92337
1159,100,-117.51212702900,34.06067001820,"13489 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,6985,13489 Slover Ave,Fontana,92337
1160,100,-117.51056740900,34.04084333870,"13500 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7806,13500 Marlay Ave,Fontana,92337
1161,100,-117.51067452900,34.04084250050,"13508 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7806,13508 Marlay Ave,Fontana,92337
1162,100,-117.51068601300,34.04432400780,"13512 Marlay Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7806,13512 Marlay Ave,Fontana,92337
1163,99,-117.51018796000,34.05363399720,"13521 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,8243,13521 S Santa Ana Ave,Fontana,92337
1164,100,-117.51248401500,34.07316299350,"13550 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,5243,13550 Valley Blvd,Fontana,92335
1165,100,-117.51010690700,34.08964533550,"13600 Napa St, Fontana, California, 92335",Fontana,San Bernardino County,92335,2944,13600 Napa St,Fontana,92335
1166,100,-117.50878298500,34.04803253900,"13611 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7805,13611 Jurupa Ave,Fontana,92337
1167,100,-117.50791529100,34.06997087140,"13649 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,5260,13649 Valley Blvd,Fontana,92335
1168,100,-117.50718397000,34.07518198440,"14000 San Bernardino Ave, Fontana, California, 92335",Fontana,San Bernardino County,92335,,14000 San Bernardino Ave,Fontana,92335
1169,100,-117.48750602700,34.12134250820,"14527 Baseline Ave, Fontana, California, 92336",Fontana,San Bernardino County,92336,1644,14527 Baseline Ave,Fontana,92336
1170,100,-117.48537333600,34.12133525780,"14597 Baseline Ave, Fontana, California, 92336",Fontana,San Bernardino County,92336,1644,14597 Baseline Ave,Fontana,92336
1171,100,-117.48422828400,34.11793052880,"14600 Bar Harbor Rd, Fontana, California, 92336",Fontana,San Bernardino County,92336,1649,14600 Bar Harbor Rd,Fontana,92336
1172,100,-117.48560107200,34.11415992960,"14605 Miller Ave, Fontana, California, 92336",Fontana,San Bernardino County,92336,1695,14605 Miller Ave,Fontana,92336
1173,100,-117.48423750400,34.11791087320,"14613 Bar Harbor Rd, Fontana, California, 92336",Fontana,San Bernardino County,92336,1660,14613 Bar Harbor Rd,Fontana,92336
1174,100,-117.48529949600,34.11022735560,"14650 Meyer Canyon Rd, Fontana, California, 92336",Fontana,San Bernardino County,92336,4000,14650 Meyer Canyon Rd,Fontana,92336
1175,100,-117.48426617000,34.11418826050,"14650 Miller Ave, Fontana, California, 92336",Fontana,San Bernardino County,92336,1694,14650 Miller Ave,Fontana,92336
1176,100,-117.47985997100,34.11265198330,"14750 Miller Ave, Fontana, California, 92336",Fontana,San Bernardino County,92336,1685,14750 Miller Ave,Fontana,92336
1177,100,-117.48191445900,34.11678283670,"14779 Bar Harbor Rd, Fontana, California, 92336",Fontana,San Bernardino County,92336,1642,14779 Bar Harbor Rd,Fontana,92336
1178,100,-117.48245417000,34.11703823330,"14780 Bar Harbor Rd, Fontana, California, 92336",Fontana,San Bernardino County,92336,4254,14780 Bar Harbor Rd,Fontana,92336
1179,100,-117.48116838600,34.04816174600,"14874 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7245,14874 Jurupa Ave,Fontana,92337
1180,100,-117.47401619200,34.05562444780,"15101 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7266,15101 Santa Ana Ave,Fontana,92337
1181,100,-117.46193602600,34.04821983260,"15750 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7329,15750 Jurupa Ave,Fontana,92337
1182,100,-117.46050674400,34.05565445500,"15801 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7358,15801 Santa Ana Ave,Fontana,92337
1183,100,-117.45957828000,34.05571669060,"15816 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7358,15816 Santa Ana Ave,Fontana,92337
1184,100,-117.45955162600,34.06296779130,"15889 Slover Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7353,15889 Slover Ave,Fontana,92337
1185,100,-117.45857897900,34.07023057580,"15895 Valley Blvd, Fontana, California, 92335",Fontana,San Bernardino County,92335,,15895 Valley Blvd,Fontana,92335
1186,100,-117.45779729300,34.04825046850,"15910 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7331,15910 Jurupa Ave,Fontana,92337
1187,100,-117.45737358800,34.05567943310,"15971 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7359,15971 Santa Ana Ave,Fontana,92337
1188,100,-117.45536855300,34.04827641050,"15996 Jurupa Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7331,15996 Jurupa Ave,Fontana,92337
1189,100,-117.45140022500,34.05573249050,"16171 Santa Ana Ave, Fontana, California, 92337",Fontana,San Bernardino County,92337,7423,16171 Santa Ana Ave,Fontana,92337
