ResultID,score,x,y,Match_addr,City,Subregion,Postal,PostalExt,IN_Address,IN_City,IN_Postal,walk,bike,transit
536,99,-117.98737674900,34.02396692150,"14455 Clark Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1235,14455 E Clark Ave,City Of Industry,91745,26,43,0
527,100,-117.98659722000,34.03329360420,"14237 E Don Julian Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,3002,14237 E Don Julian Rd,City Of Industry,91746,44,47,0
550,100,-117.97321512000,34.02886154300,"14840 E Proctor Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,,14840 E Proctor Ave,City of Industry,91746,33,38,0
501,100,-117.69810769400,34.02701946590,"Monte Vista Ave, Chino, California, 91710",Chino,San Bernardino County,91710,,Monte Vista Ave,Chino,91710,68,64,32
430,100,-117.69773757000,33.98708700850,"14680 Monte Vista Ave, Chino, California, 91710",Chino,San Bernardino County,91710,5744,14680 Monte Vista Ave,Chino,91710,20,33,16
510,100,-117.90045384900,33.99578909730,"1177 S Jellick Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1212,1177 S Jellick Ave,City Of Industry,91748,68,49,0
542,100,-117.97852900100,34.02776509640,"14641 E Don Julian Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,,14641 E Don Julian Rd,City of Industry,91746,27,37,0
540,100,-117.98517096700,34.02569350970,"14551 Bonelli St, La Puente, California, 91746",La Puente,Los Angeles County,91746,3030,14551 Bonelli St,City Of Industry,91746,43,46,0
488,100,-117.65613701100,33.96116249450,"6711 Bickmore Ave, Chino, California, 91708",Chino,San Bernardino County,91708,9103,6711 Bickmore Ave,Chino,91708,3,26,0
541,99,-117.98436756200,34.02273369210,"14625 Clark Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,,14625 E Clark Ave,City of Industry,91745,31,42,0
436,100,-117.61703995900,33.97842401820,"15207 Flight Ave, Chino, California, 91710",Chino,San Bernardino County,91710,9302,15207 Flight Ave,Chino,91708,1,25,0
496,100,-117.61707843200,33.98322764500,"8601 Merrill Ave, Chino, California, 91710",Chino,San Bernardino County,91710,8508,8601 Merrill Ave,Chino,91708,0,25,0
505,98,-117.61579658700,33.97070198040,"8646 Enterprise Way, Chino, California, 91710",Chino,San Bernardino County,91710,9305,8646 Enterprise Way,Chino Hills,91708,3,26,0
574,100,-117.95223084200,34.01383244620,"16040 Stephens St, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1721,16040 Stephens St,City of Industry,91745,49,42,0
526,99,-117.97838866600,34.03886265310,"140 N Orange Ave, La Puente, California, 91744",La Puente,Los Angeles County,91744,3431,140 N Orange,City of Industry,91744,62,48,0
561,99,-117.96137994100,34.02663102560,"15350 Stafford St, La Puente, California, 91744",La Puente,Los Angeles County,91744,4420,15350 E Stafford St,City Of Industry,91744,62,48,0
530,100,-117.98503182700,34.03219065820,"14317 Don Julian Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,3035,14317 Don Julian Rd,City Of Industry,91746,39,44,0
572,100,-117.95394794400,34.01629470690,"15930 Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,,15930 Valley Blvd,City Of Industry,91744,37,40,0
579,100,-117.95197703800,34.00754111540,"16253 Gale Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1719,16253 Gale Ave,City of Industry,91745,37,38,0
523,100,-117.98905853400,34.04892955660,"13500 E Nelson Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,,13500 E Nelson Ave,City of Industry,91746,46,43,0
520,99,-117.98639787600,34.06014078690,"13255 Amar Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,1203,13255 E Amar Rd,City of Industry,91746,55,42,0
591,99,-117.92199262300,34.00165014620,"17528 Rowland St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1114,17528 E Rowland St,City of Industry,91748,34,38,0
589,100,-117.92389868900,34.00610869650,"17400 E Chestnut St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,17400 E Chestnut St,City of Industry,91748,30,31,0
571,100,-117.95382181100,34.01630720310,"15929 E Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,3931,15929 E Valley Blvd,City of Industry,91744,61,45,0
557,100,-117.97019531300,34.02693501750,"15025 Proctor Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3306,15025 Proctor Ave,City of Industry,91746,47,40,0
580,100,-117.94740143900,34.00617441070,"16425 E Gale Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1722,16425 E Gale Ave,City of Industry,91745,38,37,0
587,100,-117.92511701700,34.00705904840,"17300 Chestnut St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,17300 Chestnut St,City Of Industry,91748,64,35,0
582,100,-117.99663898700,34.05204857350,"166 N Baldwin Park Blvd, La Puente, California, 91746",La Puente,Los Angeles County,91746,1401,166 N Baldwin Park Blvd,City of Industry,91746,33,37,0
548,100,-117.97913717000,34.02217428390,"14829 Salt Lake Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3131,14829 Salt Lake Ave,City of Industry,91746,22,30,0
586,99,-117.93673417900,34.00256840360,"17009 Green Dr, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1825,17009 E Green Dr,City Of Industry,91745,27,37,0
576,99,-117.95027090100,34.01301470770,"16150 Stephens St, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1718,16150 E Stephens St,City of Industry,91745,46,39,0
606,99,-117.90209071600,34.00246956110,"18401 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1231,18401 E Arenth Ave,City Of Industry,91748,38,44,0
554,99,-117.97686642900,34.02122390180,"14955 Salt Lake Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3115,14955 E Salt Lake Ave,City Of Industry,91746,30,36,0
594,100,-117.91881781000,34.00813065660,"17637 E Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,,17637 E Valley Blvd,City of Industry,91744,48,42,0
588,100,-117.92693027400,34.00260196480,"17355 E Railroad St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1024,17355 E Railroad St,City of Industry,91748,24,37,0
381,100,-118.60189748900,34.24064100450,"9409 Owensmouth Ave, Chatsworth, California, 91311",Chatsworth,Los Angeles County,91311,6904,9409 Owensmouth Ave,Chatsworth,91311,47,56,47
593,100,-117.92000401700,34.00165877960,"17560 Rowland St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1114,17560 Rowland St,City Of Industry,91748,20,36,0
566,100,-117.96820075700,34.01249329000,"15541 E Gale Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,,15541 E Gale Ave,City Of Industry,91745,37,37,0
578,99,-117.95023745800,34.01305577900,"16195 Stephens St, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1718,16195 E Stephens St,City Of Industry,91745,49,41,0
573,100,-117.95224517500,34.01540891450,"16017 E Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,5424,16017 E Valley Blvd,City of Industry,91744,62,50,0
558,100,-117.96840087400,34.02566974700,"15125 Proctor Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3327,15125 Proctor Ave,City of Industry,91746,40,39,0
537,100,-117.97402345500,34.03833501230,"14500 Nelson Ave, La Puente, California, 91744",La Puente,Los Angeles County,91744,3514,14500 Nelson Ave,City of Industry,91744,58,48,0
534,99,-117.98924306300,34.02473009380,"14425 Clark Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1235,14425 E Clark Ave,City of Industry,91745,26,43,0
569,100,-117.96370608600,34.01668656800,"15650 Salt Lake Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1114,15650 Salt Lake Ave,City of Industry,91745,27,32,0
581,100,-117.94536539300,34.00512335540,"16555 Gale Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1713,16555 Gale Ave,City of Industry,91745,28,35,0
583,100,-117.94178430900,34.00803752450,"16610 E Chestnut St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1002,16610 E Chestnut St,City of Industry,91748,23,34,0
575,99,-117.95248716000,34.01399430070,"16049 Stephens St, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,,16049 E Stephens St,City of Industry,91745,60,44,0
528,100,-117.98910070500,34.03010075920,"14255 Lomitas Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3015,14255 Lomitas Ave,City of Industry,91746,38,56,0
634,99,-117.86242453300,34.00257337090,"20002 Business Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,2942,20002 E Business Pky,City Of Industry,91789,19,36,0
643,100,-117.83532592400,34.01343543740,"21535 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5237,21535 Baker Pky,City Of Industry,91789,17,27,0
657,99,-118.03597753800,34.02649410720,"2680 Pellissier Pl, Whittier, California, 90601",Whittier,Los Angeles County,90601,1507,2680 S Pellissier Pl,City Of Industry,90601,18,34,0
623,99,-117.88123276900,33.99990423770,"19317 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1401,19317 E Arenth Ave,City of Industry,91748,27,35,0
656,100,-117.99127031400,34.04930061440,"245 N Vineland Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,,245 N Vineland Ave,City of Industry,91746,58,39,0
565,99,-117.96635636000,34.01800520910,"15530 Salt Lake Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1113,15530 E Salt Lake Ave,City of Industry,91745,23,34,0
597,99,-117.90961615600,34.00091119760,"18045 Rowland St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1205,18045 E Rowland St,City of Industry,91748,27,39,0
555,100,-117.96554139600,34.03205611740,"15000 Nelson Ave, La Puente, California, 91744",La Puente,Los Angeles County,91744,4331,15000 Nelson Ave,City of Industry,91744,57,52,0
603,100,-117.90428979400,34.00031984350,"18305 San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1237,18305 San Jose Ave,City of Industry,91748,33,41,0
592,100,-117.92294082500,33.99929072520,"17531 Railroad St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1102,17531 Railroad St,City of Industry,91748,35,39,0
651,100,-117.82476196000,34.02805691310,"22067 Ferrero, Walnut, California, 91789",Walnut,Los Angeles County,91789,5214,22067 Ferrero,City of Industry,91789,17,29,0
616,100,-117.89219303000,34.00105691700,"18895 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1304,18895 Arenth Ave,City Of Industry,91748,39,31,0
650,100,-117.98023855200,34.03528207170,"220 S 6th Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,2915,220 S 6th Ave,City Of Industry,91746,54,42,0
622,99,-117.88043397400,33.99701600150,"19301 E Walnut Dr S, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,19301 E Walnut Dr,City of Industry,91748,37,38,0
544,100,-117.97833573800,34.02747913110,"14730 Don Julian Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,3107,14730 Don Julian Rd,City of Industry,91746,30,37,0
600,99,-117.90784346800,34.00069389680,"18175 Rowland St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1235,18175 E Rowland St,City Of Industry,91748,32,39,0
632,100,-117.86458379500,34.00461088590,"19901 Harrison Ave, Walnut, California, 91789",Walnut,Los Angeles County,91789,2848,19901 Harrison Ave,City Of Industry,91789,16,37,0
525,98,-117.97409164600,34.03515682100,"139 N Sunset Ave, La Puente, California, 91744",La Puente,Los Angeles County,91744,1850,139 N Sunset Blvd,City Of Industry,91744,64,48,0
546,100,-117.96928709300,34.03483854330,"14750 Nelson Ave, La Puente, California, 91744",La Puente,Los Angeles County,91744,4319,14750 Nelson Ave,City of Industry,91744,62,53,0
658,99,-118.02992868900,34.02748450640,"2727 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,,2727 S Workman Mill Rd,City of Industry,90601,16,36,0
556,100,-117.97258939500,34.02357049940,"15010 Don Julian Rd, La Puente, California, 91746",La Puente,Los Angeles County,91746,3301,15010 Don Julian Rd,City Of Industry,91746,31,35,0
605,100,-117.90332490900,33.99609272950,"18400 E Gale Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,18400 E Gale Ave,City of Industry,91748,68,47,0
599,100,-117.90856933400,33.99695770170,"18111 E Railroad St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,18111 E Railroad St,City of Industry,91748,46,42,0
607,99,-117.89950112700,34.00153351200,"18501 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1301,18501 E Arenth Ave,City of Industry,91748,31,43,0
621,100,-117.88519103900,33.99578344260,"19161 E Walnut Dr N, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1429,19161 E Walnut Dr N,City Of Industry,91748,29,44,0
638,100,-117.83935862500,34.00966064730,"21415 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5236,21415 Baker Pky,City Of Industry,91789,11,27,0
631,100,-117.86991937900,33.99953698460,"19705 Business Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,2840,19705 Business Pky,City Of Industry,91789,27,42,32
618,100,-117.88962773700,33.99954891170,"18910 E San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1327,18910 E San Jose Ave,City Of Industry,91748,53,43,0
639,100,-117.83287939500,34.01981036970,"21481 Ferrero Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5233,21481 Ferrero Pky,City of Industry,91789,14,30,31
645,100,-117.83181106600,34.01689023560,"21700 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,,21700 Baker Pky,City Of Industry,91789,11,17,0
647,100,-117.82430430800,34.02976690510,"218 MacHlin Ct, Walnut, California, 91789",Walnut,Los Angeles County,91789,3048,218 Machlin Ct,City of Industry,91789,24,31,28
626,100,-117.87742187100,33.99563258560,"19465 E Walnut Dr N, Walnut, California, 91789",Walnut,Los Angeles County,91789,,19465 E Walnut Dr N,City Of Industry,91789,21,35,0
584,100,-117.94214573600,34.00356880790,"16639 E Gale Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1802,16639 E Gale Ave,City Of Industry,91745,29,36,0
672,100,-118.04096708800,34.01744189910,"3777 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,,3777 Workman Mill Rd,City Of Industry,90601,10,29,0
570,100,-117.95508957400,34.01729848890,"15801 E Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,3929,15801 E Valley Blvd,City of Industry,91744,73,48,0
273,100,-118.22454647100,33.84315749340,"20639 S Fordyce Ave, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1019,20639 S Fordyce Ave,Carson,90810,17,33,0
637,100,-117.83527903800,34.01741072300,"21301 Ferrero Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5231,21301 Ferrero Pky,City Of Industry,91789,14,30,33
521,100,-117.98958138600,34.05586047910,"13285 E Temple Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,1519,13285 E Temple Ave,City Of Industry,91746,44,40,0
577,99,-117.95092971900,34.01334549950,"16175 Stephens St, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1718,16175 E Stephens St,City Of Industry,91745,55,43,0
519,100,-117.99273370200,34.05776067110,"13170 E Temple Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,1509,13170 E Temple Ave,City of Industry,91746,48,38,0
612,100,-117.89619304100,33.99748149050,"18639 Railroad St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1317,18639 Railroad St,City of Industry,91748,46,42,0
613,100,-117.89756054900,33.99936565850,"18669 San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1332,18669 San Jose Ave,City Of Industry,91748,26,36,34
630,100,-117.87172760700,33.99683113860,"19635 E Walnut Dr N, Walnut, California, 91789",Walnut,Los Angeles County,91789,2815,19635 E Walnut Dr N,City Of Industry,91789,32,36,0
666,99,-117.96799041200,34.02390845770,"333 Turnbull Canyon Rd, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1010,333 S Turnbull Canyon Rd,City of Industry,91745,35,36,0
620,100,-117.88636433800,33.99597689700,"19101 E Walnut Dr N, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1429,19101 E Walnut Dr N,City Of Industry,91748,63,49,0
614,100,-117.89300283200,33.99953395510,"18825 E San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1326,18825 E San Jose Ave,City of Industry,91748,40,41,0
608,100,-117.90023048800,33.99984912690,"18501 E San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1330,18501 E San Jose Ave,City Of Industry,91748,36,39,0
629,99,-117.87730651800,34.00018427710,"19555 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1403,19555 E Arenth Ave,City of Industry,91748,43,39,0
609,100,-117.89928231400,33.99576409870,"18505 E Gale Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1321,18505 E Gale Ave,City of Industry,91748,65,49,0
563,99,-117.96807406400,34.01885383480,"15450 Salt Lake Ave, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1112,15450 E Salt Lake Ave,City of Industry,91745,26,34,0
665,100,-117.99507443400,34.05382708650,"325 N Baldwin Park Blvd, La Puente, California, 91746",La Puente,Los Angeles County,91746,1406,325 N Baldwin Park Blvd,City of Industry,91746,27,34,0
633,100,-117.98268716200,34.04270793910,"200 N Willow Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,2039,200 N Willow Ave,City of Industry,91746,50,45,0
661,100,-117.97842194200,34.03125653700,"315 S 7th Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,3117,315 S 7th Ave,City of Industry,91746,42,41,0
624,100,-117.87807325900,33.99552955160,"19395 E Walnut Dr N, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,19395 E Walnut Dr N,City of Industry,91748,34,38,0
610,100,-117.89892205800,33.99537337220,"18537 E Gale Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1338,18537 E Gale Ave,City Of Industry,91748,65,49,0
619,100,-117.88957734700,33.99966468830,"18945 San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1328,18945 San Jose Ave,City of Industry,91748,52,45,0
655,100,-117.99585033400,34.05305942760,"245 N Baldwin Park Blvd, La Puente, California, 91746",La Puente,Los Angeles County,91746,1404,245 N Baldwin Park Blvd,City of Industry,91746,46,34,0
596,99,-117.83580696100,34.02351501120,"179 Grand Ave, Walnut, California, 91789",Walnut,Los Angeles County,91789,5205,179 S Grand Ave,City Of Industry,91789,33,39,0
585,100,-117.84111765100,34.01727602540,"168 Brea Canyon Rd, Walnut, California, 91789",Walnut,Los Angeles County,91789,3086,168 Brea Canyon Rd,City Of Industry,91789,25,36,0
642,100,-117.83137946900,34.02139223660,"21508 Ferrero Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5216,21508 Ferrero Pky,City Of Industry,91789,23,32,29
652,100,-118.02593048600,34.03137149480,"2225 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,1437,2225 Workman Mill Rd,City of Industry,90601,21,28,0
649,100,-117.82730958800,34.02554066310,"21901 Ferrero Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5210,21901 Ferrero Pky,City of Industry,91789,34,34,30
598,99,-117.90982218400,34.00503853060,"18051 Arenth Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1223,18051 E Arenth Ave,City of Industry,91748,39,31,0
646,100,-117.83119047400,34.01770165280,"21733 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,,21733 Baker Pky,City Of Industry,91789,9,28,0
615,100,-117.89124373200,33.99959967010,"18835 E San Jose Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1326,18835 E San Jose Ave,City of Industry,91748,44,43,0
659,100,-117.82363551600,34.02934969590,"280 MacHlin Ct, Walnut, California, 91789",Walnut,Los Angeles County,91789,3026,280 Machlin Ct,City Of Industry,91789,24,25,0
668,100,-117.98940722800,34.05119086660,"355 N Vineland Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,,355 N Vineland Ave,City of Industry,91746,59,38,0
676,100,-118.04404897500,34.01816199260,"3963 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,1600,3963 Workman Mill Rd,City Of Industry,90601,16,31,0
698,100,-117.88136095500,33.99983480860,"801 Sentous St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,801 Sentous St,City of Industry,91748,32,43,0
654,100,-118.03030231900,34.03092737960,"2300 Pellissier Pl, Whittier, California, 90601",Whittier,Los Angeles County,90601,1500,2300 Pellissier Pl,City of Industry,90601,16,36,0
408,100,-117.66741901300,34.00030683990,"13950 Mountain Ave, Chino, California, 91710",Chino,San Bernardino County,91710,,13950 Mountain Ave,Chino,91710,16,37,18
689,100,-117.96043446200,34.01620632690,"620 S Hacienda Blvd, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1126,620 S Hacienda Blvd,City of Industry,91745,53,38,0
259,100,-118.27841091200,33.86112147450,"18620 S Broadway St, Gardena, California, 90248",Gardena,Los Angeles County,90248,,18620 S Broadway St,Carson,90248,32,64,53
149,100,-117.91568666600,33.91926865280,"205 S Puente St, Brea, California, 92821",Brea,Orange County,92821,3828,205 S Puente St,Brea,92821,56,45,0
693,99,-117.88781398800,34.00205059160,"717 Nogales St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1307,717 S Nogales St,City Of Industry,91748,56,44,0
679,100,-117.85791817000,34.00867263040,"425 S Lemon Ave, Walnut, California, 91789",Walnut,Los Angeles County,91789,2911,425 S Lemon Ave,City of Industry,91789,52,44,33
700,100,-117.92964981600,34.00612375320,"875 S Azusa Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,875 S Azusa Ave,City Of Industry,91748,45,40,0
641,100,-117.83593319300,34.01272683130,"21508 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5240,21508 Baker Pky,City Of Industry,91789,8,23,30
670,100,-118.04046769800,34.01783102990,"3735 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,,3735 Workman Mill Rd,City Of Industry,90601,17,23,0
529,99,-117.99061694100,34.02768534330,"14300 Bonelli St, La Puente, California, 91746",La Puente,Los Angeles County,91746,3019,14300 E Bonelli St,City Of Industry,91746,14,42,0
682,100,-117.84547816900,34.01084584840,"455 Brea Canyon Rd, Walnut, California, 91789",Walnut,Los Angeles County,91789,3058,455 Brea Canyon Rd,City Of Industry,91789,42,43,0
699,100,-117.91359211200,34.00337384270,"825 Ajax Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1101,825 Ajax Ave,City Of Industry,91748,22,35,0
694,100,-117.98933828200,34.05970115400,"730 Baldwin Park Blvd, La Puente, California, 91746",La Puente,Los Angeles County,91746,1503,730 Baldwin Park Blvd,City of Industry,91746,38,41,0
695,100,-117.97277337800,34.01907142900,"768 Turnbull Canyon Rd, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1401,768 Turnbull Canyon Rd,City of Industry,91745,41,40,0
653,99,-117.84128475900,34.01717043170,"223 Brea Canyon Rd, Walnut, California, 91789",Walnut,Los Angeles County,91789,,223 Brea Canyon Rd,City of Industry,91789,25,36,0
709,100,-117.30423462500,34.06016228440,"1501 E Cooley Dr, Colton, California, 92324",Colton,San Bernardino County,92324,3988,1501 Cooley Dr,Colton,92324,17,51,31
680,100,-117.84788385900,34.01365223530,"433 Cheryl Ln, Walnut, California, 91789",Walnut,Los Angeles County,91789,3023,433 Cheryl Ln,City Of Industry,91789,32,38,0
671,100,-118.04323693600,34.02090920320,"3737 Capitol Ave, Whittier, California, 90601",Whittier,Los Angeles County,90601,1732,3737 Capitol Ave,City of Industry,90601,10,29,0
703,100,-117.92935388900,34.00603652310,"888 S Azusa Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,888 S Azusa Ave,City Of Industry,91748,45,40,0
636,100,-117.84570892200,34.01717649030,"21003 Commerce Pointe Dr, Walnut, California, 91789",Walnut,Los Angeles County,91789,3052,21003 Commerce Pointe Dr,City Of Industry,91789,17,36,37
674,99,-117.84702924000,34.01457604670,"383 Cheryl Ln, Walnut, California, 91789",Walnut,Los Angeles County,91789,3003,383 S Cheryl Ln,City Of Industry,91789,26,37,37
568,100,-117.95716769900,34.01890068970,"15620 E Valley Blvd, La Puente, California, 91744",La Puente,Los Angeles County,91744,3926,15620 E Valley Blvd,City of Industry,91744,55,44,0
688,100,-117.85083764100,34.00720164830,"611 Reyes Dr, Walnut, California, 91789",Walnut,Los Angeles County,91789,3033,611 Reyes Dr,City Of Industry,91789,32,44,35
701,100,-117.92928221500,34.00611921850,"880 S Azusa Ave, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,880 S Azusa Ave,City Of Industry,91748,57,44,0
675,100,-118.04252631900,34.01615213790,"3931 Workman Mill Rd, Whittier, California, 90601",Whittier,Los Angeles County,90601,1621,3931 Workman Mill Rd,City Of Industry,90601,20,32,0
673,100,-117.84455934400,34.01236410440,"381 Brea Canyon Rd, Walnut, California, 91789",Walnut,Los Angeles County,91789,3060,381 Brea Canyon Rd,City of Industry,91789,27,38,38
640,100,-117.83747276400,34.01113684630,"21490 Baker Pkwy, Walnut, California, 91789",Walnut,Los Angeles County,91789,5239,21490 Baker Pky,City Of Industry,91789,12,27,0
601,99,-117.90558571800,34.00038778970,"18215 Rowland St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1239,18215 E Rowland St,City of Industry,91748,38,40,0
669,100,-117.96217689200,34.02101904810,"360 Parriott Pl W, Hacienda Heights, California, 91745",Hacienda Heights,Los Angeles County,91745,1016,360 Parriott Pl W,City Of Industry,91745,42,42,0
696,100,-117.88534602100,34.00121101830,"780 Nogales St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,1306,780 Nogales St,City of Industry,91748,51,43,0
729,100,-117.36651501500,34.02713699920,"3996 S Riverside Ave, Colton, California, 92324",Colton,San Bernardino County,92324,3345,3996 S Riverside Ave,Colton,92324,5,39,10
604,100,-117.90295408400,33.99721042220,"18383 E Railroad St, Rowland Heights, California, 91748",Rowland Heights,Los Angeles County,91748,,18383 E Railroad St,City of Industry,91748,52,46,0
726,98,-117.32532869000,34.08481501230,"330 W Citrus St, Colton, California, 92324",Colton,San Bernardino County,92324,1417,330 W Citrus Ave,Colton,92324,32,41,24
716,100,-117.29586630000,34.05954810050,"1801 E Cooley Dr, Colton, California, 92324",Colton,San Bernardino County,92324,4011,1801 E Cooley Dr,Colton,92324,27,40,29
735,99,-118.13274803500,34.00080860310,"2187 Garfield Ave, Los Angeles, California, 90040",Los Angeles,Los Angeles County,90040,1805,2187 S Garfield Ave,Commerce,90040,31,61,0
737,100,-118.14390535400,34.00213076450,"2211 S Tubeway Ave, Los Angeles, California, 90040",Los Angeles,Los Angeles County,90040,,2211 S Tubeway Ave,Commerce,90040,41,62,0
